route_id,agency_id,trip_id,trip_origin,origin_departure_time,trip_headsign,destination_arrival_time,trip_short_name,direction_id,version,countries,is_active,irregularities,service_id,classes,connections,catering,plugs,wheelchair_accessible,bikes_allowed,car_transport,duration,distance,emissions_co2e,co2_per_km,via,_c26,_c27,_c28,_c29,_c30,_c31,_c32,_c33,_c34,_c35,_c36,_c37,_c38,_c39,_c40,_c41,_c42,_c43,_c44,_c45,_c46,_c47,_c48,Merged Doc ID - ONTD_Chatbase_Export,Merged Doc URL - ONTD_Chatbase_Export,Link to merged Doc - ONTD_Chatbase_Export,Document Merge Status - ONTD_Chatbase_Export,_c53,_c54,_c55,_c56
59,CFR/MÁV/ÖBB,CFR/MÁV/ÖBB D 346,București Nord,2026-03-16 14:07:00,Wien Hbf,2026-03-16 08:21:00,D 346,0,,"AT, HU, RO",Y,,Daily,"seat, couchette, sleeper",,0.0,1.0,,0.0,2.0,18:14:00,1157.0,24.7,21.35,Ploiești Vest - Brașov - Sighișoara - Oradea - Budapest Keleti - Budapest Ferencváros - Budapest Kelenföld - Győr,Ploiești Vest,Brașov,Sighișoara,#N/A,Oradea,Budapest Keleti,Budapest Ferencváros,Budapest Kelenföld,Győr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
59,CFR/MÁV/ÖBB,CFR/MÁV/ÖBB D 347,Wien Hbf,2026-03-16 19:42:00,București Nord,2026-03-16 15:06:00,D 347,1,,"AT, HU, RO",Y,,Daily,"seat, couchette, sleeper",,0.0,1.0,,0.0,2.0,19:24:00,1157.0,24.7,21.35,Győr - Budapest Kelenföld - Budapest Keleti - Arad - Alba Iulia - Sighișoara - Brașov - Ploiești Vest,Győr,Budapest Kelenföld,Budapest Keleti,Arad,Alba Iulia,Sighișoara,Brașov,Ploiești Vest,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
12,CFR,CFR IC 472,București Nord,2026-03-16 18:25:00,Budapest Keleti,2026-03-16 08:50:00,IC 472,0,,"HU, RO",Y,,Daily,"seat, couchette, sleeper",,0.0,1.0,,0.0,2.0,14:25:00,870.0,21.5,24.71,Ploiești Vest - Brașov - Sibiu - Arad - Curtici - Szolnok,Ploiești Vest,Brașov,Sibiu,Arad,Curtici,Szolnok,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
12,CFR,CFR IC 473,Budapest-Keleti,2026-03-16 19:10:00,București Nord,2026-03-16 11:35:00,IC 473,1,,"HU, RO",Y,,Daily,"seat, couchette, sleeper",,0.0,1.0,,0.0,2.0,16:25:00,870.0,21.5,24.71,Szolnok - Mezőtúr - Gyoma - Csárdaszállás - Mezőberény - Murony - Békéscsaba - Kétegyháza - Lőkösháza - Curtici - Arad - Sebeș Alba - Sibiu - Făgăraș - Codlea - Brașov - Predeal - Azuga - Bușteni - Sinaia - Câmpina - Ploiești Vest,Szolnok,Mezőtúr,Gyoma,Csárdaszállás,Mezőberény,Murony,Békéscsaba,Kétegyháza,Lőkösháza,Curtici,Arad,Sebeș Alba,Sibiu,Făgăraș,Codlea,Brașov,Predeal,Azuga,Bușteni,Sinaia,Câmpina,Ploiești Vest,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
251,CFR,CFR R 4116,Sighetu Marmației,2026-03-16 15:52:00,București Nord,2026-03-16 07:04:00,R 4116,0,,RO,Y,Times may vary,Daily,couchette,,0.0,1.0,,0.0,2.0,15:12:00,606.0,15.5,25.58,Vișeu de Jos - Beclean pe Somes - Gheorgheni - Câmpina - Ploiești Vest,Vișeu de Jos,Beclean pe Somes,Gheorgheni,Câmpina,Ploiești Vest,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
251,CFR,CFR 1641/R 4112,București Nord,2026-03-16 21:01:00,Sighetu Marmației,2026-03-16 10:00:00,1641/R 4112,1,,RO,Y,Times may vary,Daily,couchette,,0.0,1.0,,0.0,2.0,12:59:00,606.0,15.5,25.58,Ploiești Vest - Câmpina - Brașov - Miercurea Ciuc - Beclean pe Somes - Vișeu de Jos,Ploiești Vest,Câmpina,Brașov,Miercurea Ciuc,Beclean pe Somes,Vișeu de Jos,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
249,CFR,CFR R-E 4007/1642,Bistrița Nord,2026-03-16 21:25:00,București Nord,2026-03-16 06:20:00,R-E 4007/1642,0,,RO,Y,Times may vary,Daily,"seat, couchette",,0.0,1.0,,0.0,2.0,8:55:00,451.0,9.9,21.95,Sărățel - Gheorgheni - Brașov - Câmpina - Ploiești Vest,Sărățel,Gheorgheni,Brașov,Câmpina,Ploiești Vest,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
249,CFR,CFR 1641/R-E 4008,București Nord,2026-03-16 21:03:00,Bistrița Nord,2026-03-16 05:57:00,1641/R-E 4008,1,,RO,Y,Times may vary,Daily,"seat, couchette",,0.0,1.0,,0.0,2.0,8:54:00,451.0,9.9,21.95,Ploiești Vest - Brașov - Gheorgheni - Sărățel,Ploiești Vest,Brașov,Gheorgheni,Sărățel,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
250,CFR,CFR 1641 (CN),București Nord,2026-03-16 21:03:00,Cluj-Napoca,2026-03-16 07:02:00,1641 (CN),0,,RO,Y,Times may vary,Daily,"seat, couchette",,0.0,1.0,,0.0,2.0,9:59:00,493.0,10.3,20.89,Ploiești Vest - Brașov - Sighișoara,Ploiești Vest,Brașov,Sighișoara,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
250,CFR,CFR 1642 (CN),Cluj-Napoca,2026-03-16 20:03:00,București Nord,2026-03-16 06:20:00,1642 (CN),1,,RO,Y,Times may vary,Daily,"seat, couchette",,0.0,1.0,,0.0,2.0,10:17:00,493.0,10.3,20.89,Sighișoara - Brașov - Câmpina - Ploiești Vest,Sighișoara,Brașov,Câmpina,Ploiești Vest,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
20,CFR,CFR 1641 (SM),București Nord,2026-03-16 21:01:00,Satu Mare,2026-03-16 10:39:00,1641 (SM),0,,RO,Y,Times may vary,Daily,"seat, couchette, sleeper",,0.0,1.0,,0.0,2.0,13:38:00,758.0,14.8,19.53,Ploiești Vest - Câmpina - Brașov - Miercurea Ciuc - Beclean pe Somes - Baia Mare,Ploiești Vest,Câmpina,Brașov,Miercurea Ciuc,Beclean pe Somes,Baia Mare,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
20,CFR,CFR 1642 (SM),Satu Mare,2026-03-16 16:20:00,București Nord,2026-03-16 06:20:00,1642 (SM),1,,RO,Y,Times may vary,Daily,"seat, couchette, sleeper",,0.0,1.0,,0.0,2.0,14:00:00,758.0,14.8,19.53,Baia Mare - Beclean pe Somes - Miercurea Ciuc - Brașov - Câmpina - Ploiești Vest,Baia Mare,Beclean pe Somes,Miercurea Ciuc,Brașov,Câmpina,Ploiești Vest,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
19,CFR,CFR 1653,București Nord,2026-03-16 22:35:00,Vatra Dornei Băi,2026-03-16 07:34:00,1653,0,,RO,Y,Times may vary,Daily,"seat, couchette, sleeper",,0.0,1.0,,0.0,2.0,8:59:00,606.0,13.0,21.45,Ploiești Sud - Suceava - Câmpulung Moldovenesc - Vatra Dornei,Ploiești Sud,Suceava,Câmpulung Moldovenesc,Vatra Dornei,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
19,CFR,CFR 1654,Vatra Dornei Băi,2026-03-16 20:28:00,București Nord,2026-03-16 05:56:00,1654,1,,RO,Y,Times may vary,Daily,"seat, couchette, sleeper",,0.0,1.0,,0.0,2.0,9:28:00,606.0,13.0,21.45,Vatra Dornei - Câmpulung Moldovenesc - Suceava - Ploiești Sud,Vatra Dornei,Câmpulung Moldovenesc,Suceava,Ploiești Sud,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
23,CFR,CFR 1667,București Nord,2026-03-16 22:50:00,Iași,2026-03-16 05:26:00,1667,0,,RO,Y,Mid-June until early September from Constanța (dep 22:17),Daily,"seat, couchette, sleeper",,0.0,1.0,,0.0,2.0,6:36:00,405.0,9.8,24.2,Ploiești Sud - Buzău,Ploiești Sud,Buzău,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
23,CFR,CFR 1668,Iași,2026-03-16 22:45:00,București Nord,2026-03-16 05:28:00,1668,1,,RO,Y,Mid-June until early September to Constanța (arr 07:13),Daily,"seat, couchette, sleeper",,0.0,1.0,,0.0,2.0,6:43:00,405.0,9.8,24.2,Vaslui - Bârlad,Vaslui,Bârlad,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
14,CFR,CFR 78/1743,București Nord,2026-03-16 21:00:00,Oradea,2026-03-16 11:50:00,78/1743,0,,RO,Y,,Daily,"seat, sleeper",,0.0,1.0,,2.0,2.0,14:50:00,711.0,17.1,24.05,Craiova - Timişoara Nord - Arad,Craiova,Timişoara Nord,Arad,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
14,CFR,CFR 1744/79,Oradea,2026-03-16 18:04:00,București Nord,2026-03-16 08:42:00,1744/79,1,,RO,Y,,Daily,"seat, sleeper",,0.0,1.0,,2.0,2.0,14:38:00,711.0,17.1,24.05,Arad - Timişoara Nord - Craiova,Arad,Timişoara Nord,Craiova,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
15,CFR,CFR 1763,Iași,2026-03-16 15:35:00,Timişoara Nord,2026-03-16 08:56:00,1763,0,,RO,Y,,Daily,"seat, couchette, sleeper",,0.0,1.0,,2.0,2.0,17:21:00,849.0,18.0,21.2,Suceava - Câmpulung Moldovenesc - Vatra Dornei - Beclean pe Somes - Dej - Cluj-Napoca - Deva - Arad,Suceava,Câmpulung Moldovenesc,Vatra Dornei,Beclean pe Somes,Dej,Cluj-Napoca,Deva,Arad,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
15,CFR,CFR 1765,Timişoara Nord,2026-03-16 14:51:00,Iași,2026-03-16 08:13:00,1765,1,,RO,Y,,Daily,"seat, couchette, sleeper",,0.0,1.0,,2.0,2.0,17:22:00,849.0,18.0,21.2,Arad - Deva - Alba Iulia - Cluj-Napoca - Dej - Beclean pe Somes - Câmpulung Moldovenesc - Suceava,Arad,Deva,Alba Iulia,Cluj-Napoca,Dej,Beclean pe Somes,Câmpulung Moldovenesc,Suceava,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
21,CFR,CFR 1821,București Nord,2026-03-16 23:28:00,Arad,2026-03-16 11:24:00,1821,0,,RO,Y,,Daily,"seat, couchette, sleeper",,0.0,1.0,,2.0,2.0,11:56:00,604.0,14.0,23.18,Craiova - Petroșani - Deva,Craiova,Petroșani,Deva,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
21,CFR,CFR 1822,Arad,2026-03-16 17:48:00,București Nord,2026-03-16 05:25:00,1822,1,,RO,Y,,Daily,"seat, couchette, sleeper",,0.0,1.0,,2.0,2.0,11:37:00,604.0,14.0,23.18,Deva - Petroșani - Craiova,Deva,Petroșani,Craiova,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
11,CFR,CFR 1837,Iași,2026-03-16 20:40:00,Cluj-Napoca,2026-03-16 05:20:00,1837,0,,RO,Y,,Daily,"seat, couchette",,0.0,1.0,,2.0,2.0,8:40:00,459.0,9.5,20.7,Suceava - Câmpulung Moldovenesc,Suceava,Câmpulung Moldovenesc,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
11,CFR,CFR 1838,Cluj-Napoca,2026-03-16 20:30:00,Iași,2026-03-16 05:10:00,1838,1,,RO,Y,,Daily,"seat, couchette",,0.0,1.0,,1.0,2.0,8:40:00,459.0,9.5,20.7,Dej - Beclean pe Somes - Vatra Dornei,Dej,Beclean pe Somes,Vatra Dornei,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
26,CFR,CFR 1920,Constanța,2026-03-16 18:43:00,Oradea,2026-03-16 12:40:00,1920,0,,RO,Y,,2026/06/11-09/06: Daily,"seat, couchette, sleeper",,0.0,,,,,17:57:00,991.0,,,Medgidia - Fetești - București Nord - Videle - Roșiori Nord - Caracal - Craiova - Petroșani - Subcetate - Simeria - Deva - Ilia - Arad - Chișineu-Criș,Medgidia,Fetești,București Nord,Videle,Roșiori Nord,Caracal,Craiova,Petroșani,Subcetate,Simeria,Deva,Ilia,Arad,Chișineu-Criș,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
26,CFR,CFR 1922,Oradea,2026-03-16 14:20:00,Constanța,2026-03-16 08:31:00,1922,1,,RO,Y,,2026/06/11-09/06: Daily,"seat, couchette, sleeper",,0.0,,,,,18:11:00,991.0,,,Chișineu-Criș - Arad - Ilia - Deva - Simeria - Subcetate - Petroșani - Târgu Jiu - Craiova - Caracal - Roșiori Nord - Videle - București Nord - Fetești - Medgidia,Chișineu-Criș,Arad,Ilia,Deva,Simeria,Subcetate,Petroșani,Târgu Jiu,Craiova,Caracal,Roșiori Nord,Videle,București Nord,Fetești,Medgidia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
25,CFR,CFR 1941,Satu Mare,2026-03-16 12:20:00,Mangalia,2026-03-16 07:30:00,1941,0,,RO,Y,,2024/06/14-2024/09/07: Daily,"seat, couchette, sleeper",,0.0,2.0,,2.0,2.0,19:10:00,974.0,,,Baia Mare - Dej - Beclean pe Somes - Deda - Gheorgheni - Miercurea Ciuc - Brașov - Constanța,Baia Mare,Dej,Beclean pe Somes,Deda,Gheorgheni,Miercurea Ciuc,Brașov,Constanța,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
25,CFR,CFR 1942/R 8810,Mangalia,2026-03-16 14:26:00,Satu Mare,2026-03-16 09:39:00,1942/R 8810,1,,RO,Y,,2024/06/15-2024/09/08: Daily,"seat, couchette, sleeper",,0.0,2.0,2.0,2.0,2.0,19:13:00,974.0,,,Constanța - Bucuresti Baneasa - Ploiești Vest - Brașov - Miercurea Ciuc - Gheorgheni - Dej - Baia Mare,Constanța,Bucuresti Baneasa,Ploiești Vest,Brașov,Miercurea Ciuc,Gheorgheni,Dej,Baia Mare,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
